NXN	ENSG00000167693	219489_s_at
TNS3	ENSG00000136205	217853_at
PLAG1	ENSG00000181690	205372_at
CBX4	ENSG00000141582	206724_at
HERC5	ENSG00000138646	219863_at
ZNF365	ENSG00000138311	206448_at
VPS4B	ENSG00000119541	218171_at
MYO5C	ENSG00000128833	218966_at
VGLL4	ENSG00000144560	214004_s_at
TRMT2B	ENSG00000188917	205238_at
TNFSF14	ENSG00000125735	207907_at
DNAJC7	ENSG00000168259	202416_at
SP3P	ENSG00000225530	216403_at
DHRS9	ENSG00000073737	219799_s_at
PNRC1	ENSG00000146278	209034_at
ALPP	ENSG00000163283	204664_at
COX6C	ENSG00000164919	201754_at
SLC16A10	ENSG00000112394	219915_s_at
CMPK1	ENSG00000162368	217870_s_at
GP6	ENSG00000088053	220336_s_at
PPT2	ENSG00000221988	209826_at
SIRT6	ENSG00000077463	219613_s_at
UBA52	ENSG00000221983	221700_s_at
ONECUT2	ENSG00000119547	207676_at
METTL2B	ENSG00000165055	222276_at
NDUFB3	ENSG00000119013	203371_s_at
GDAP1L1	ENSG00000124194	219668_at
BYSL	ENSG00000112578	203612_at
COMMD10	ENSG00000145781	218439_s_at
CIRBP	ENSG00000099622	200811_at
DGKE	ENSG00000153933	207518_at
PXMP4	ENSG00000101417	219428_s_at
TMEM62	ENSG00000137842	218776_s_at
AUH	ENSG00000148090	205052_at
PIP4K2B	ENSG00000141720	201081_s_at
CCDC109B	ENSG00000005059	218802_at
CD27	ENSG00000139193	206150_at
CIT	ENSG00000122966	212801_at
GGT5	ENSG00000099998	205582_s_at
CTSH	ENSG00000103811	202295_s_at
GPC1	ENSG00000063660	202755_s_at
SV2B	ENSG00000185518	205551_at
RPS26	ENSG00000197728	217753_s_at
ITGA5	ENSG00000161638	201389_at
LGALS4	ENSG00000171747	204272_at
TMCO6	ENSG00000113119	221096_s_at
ADAMTS13	ENSG00000160323	220208_at
ZNF208	ENSG00000160321	208542_x_at
SIRPG	ENSG00000089012	220485_s_at
SCG3	ENSG00000104112	219196_at
CTSO	ENSG00000256043	203758_at
POLR3K	ENSG00000161980	218866_s_at
HSD17B14	ENSG00000087076	219113_x_at
FBXW4	ENSG00000107829	221519_at
ACAT1	ENSG00000075239	205412_at
ZMYM1	ENSG00000197056	220206_at
LONRF3	ENSG00000175556	220009_at
TLK2	ENSG00000146872	212986_s_at
HKDC1	ENSG00000156510	220585_at
GRAMD1C	ENSG00000178075	219313_at
CLIP2	ENSG00000106665	211031_s_at
XKR8	ENSG00000158156	218753_at
HIST1H4J	ENSG00000197238	214463_x_at
SAMSN1	ENSG00000155307	220330_s_at
FER	ENSG00000151422	206412_at
PELO	ENSG00000152684	218472_s_at
RASGRP3	ENSG00000152689	205801_s_at
ELP3	ENSG00000134014	221094_s_at
UBXN6	ENSG00000167671	220757_s_at
GCNT2	ENSG00000111846	211020_at
PAK1IP1	ENSG00000111845	218886_at
RPL35	ENSG00000136942	200002_at
NEUROG2	ENSG00000178403	215632_at
KIF15	ENSG00000163808	219306_at
GPR3	ENSG00000181773	214613_at
MRPL34	ENSG00000130312	221692_s_at
MGMT	ENSG00000170430	204880_at
ZNF443	ENSG00000180855	205928_at
SYBU	ENSG00000147642	218692_at
EIF2B2	ENSG00000119718	202461_at
MYL5	ENSG00000215375	205145_s_at
ESRRB	ENSG00000119715	207726_at
GPR68	ENSG00000119714	211249_at
KCNA1	ENSG00000111262	208479_at
MANSC1	ENSG00000111261	220945_x_at
NCSTN	ENSG00000162736	208759_at
ATP6V1E1	ENSG00000131100	208678_at
GLTP	ENSG00000139433	219267_at
BAD	ENSG00000002330	1861_at
PPP2R5A	ENSG00000066027	202186_x_at
REV1	ENSG00000135945	218428_s_at
HERC3	ENSG00000138641	206183_s_at
URB2	ENSG00000135763	205284_at
CHEK1	ENSG00000149554	205394_at
VDAC2	ENSG00000165637	211662_s_at
PTER	ENSG00000165983	218967_s_at
RPS4Y1	ENSG00000129824	201909_at
CD300C	ENSG00000167850	207270_x_at
SRP19	ENSG00000153037	205335_s_at
KDM1A	ENSG00000004487	212348_s_at
TBC1D19	ENSG00000109680	220260_at
NME6	ENSG00000172113	205851_at
ASRGL1	ENSG00000162174	218857_s_at
RFX1	ENSG00000132005	206321_at
PHKG1	ENSG00000164776	207312_at
IFIT1	ENSG00000185745	203153_at
FAM53C	ENSG00000120709	218023_s_at
CCNK	ENSG00000090061	219273_at
SEC16A	ENSG00000148396	215696_s_at
HIST2H2AA3	ENSG00000183558	218279_s_at
FRG1	ENSG00000109536	204145_at
GAR1	ENSG00000109534	219110_at
WISP3	ENSG00000112761	210861_s_at
ROBO1	ENSG00000169855	213194_at
CTPS2	ENSG00000047230	219080_s_at
CCNE1	ENSG00000105173	213523_at
COLEC11	ENSG00000118004	219873_at
MYO1E	ENSG00000157483	203072_at
ISLR	ENSG00000129009	207191_s_at
MLST8	ENSG00000167965	220587_s_at
SLC28A3	ENSG00000197506	220475_at
MAGOHB	ENSG00000111196	218894_s_at
EIF3G	ENSG00000130811	208887_at
PPAN	ENSG00000130810	221649_s_at
XCR1	ENSG00000173578	221468_at
ZNF426	ENSG00000130818	205964_at
CHD2	ENSG00000173575	203461_at
FAM153A	ENSG00000170074	211166_at
KPNA5	ENSG00000196911	206241_at
ANKRD36B	ENSG00000196912	220940_at
DCTPP1	ENSG00000179958	218069_at
APOO	ENSG00000184831	221620_s_at
ATP6V1F	ENSG00000128524	201527_at
BACH2	ENSG00000112182	221234_s_at
MAGIX	ENSG00000017621	219965_s_at
HNRNPA2B1	ENSG00000122566	205292_s_at
PLEKHA4	ENSG00000105559	219011_at
EGR1	ENSG00000120738	201694_s_at
PIGG	ENSG00000174227	218652_s_at
COPS5	ENSG00000121022	201652_at
TCIRG1	ENSG00000110719	204158_s_at
ATP8B1	ENSG00000081923	214594_x_at
CHRM4	ENSG00000180720	221357_at
CSF1R	ENSG00000182578	203104_at
NME5	ENSG00000112981	206197_at
HIST1H3I	ENSG00000182572	214509_at
BAIAP2L2	ENSG00000128298	221178_at
CDC7	ENSG00000097046	204510_at
PAX9	ENSG00000198807	207059_at
NXPH3	ENSG00000182575	221991_at
MKNK2	ENSG00000099875	218205_s_at
CAPG	ENSG00000042493	201850_at
CLEC2B	ENSG00000110852	209732_at
ZNF155	ENSG00000204920	221201_s_at
H2BFS	ENSG00000234289	208579_x_at
APEX1	ENSG00000100823	210027_s_at
GYS1	ENSG00000104812	201673_s_at
ACN9	ENSG00000196636	218981_at
ALOX15B	ENSG00000179593	206714_at
APOL3	ENSG00000128284	221087_s_at
PLD2	ENSG00000129219	209643_s_at
NFIX	ENSG00000008441	209807_s_at
SHBG	ENSG00000129214	215689_s_at
PDE8B	ENSG00000113231	213228_at
PKIA	ENSG00000171033	204612_at
HIST1H2BJ	ENSG00000124635	214502_at
ULBP1	ENSG00000111981	221323_at
P2RY10	ENSG00000078589	214615_at
TTC33	ENSG00000113638	219421_at
SPTBN4	ENSG00000160460	220185_at
ERCC3	ENSG00000163161	202176_at
NDUFA4	ENSG00000189043	217773_s_at
COQ4	ENSG00000167113	218328_at
WNT5B	ENSG00000111186	221029_s_at
CPOX	ENSG00000080819	204172_at
URM1	ENSG00000167118	208101_s_at
SLC6A12	ENSG00000111181	206058_at
GMCL1	ENSG00000087338	218458_at
ENO2	ENSG00000111674	201313_at
HCP5	ENSG00000206337	206082_at
KLHL36	ENSG00000135686	219453_at
IFI35	ENSG00000068079	209417_s_at
CTCF	ENSG00000102974	202521_at
ALG3	ENSG00000214160	207396_s_at
HOXA3	ENSG00000105997	208604_s_at
CRTAM	ENSG00000109943	206914_at
HOXA1	ENSG00000105991	214639_s_at
UTP6	ENSG00000108651	218715_at
PDE1B	ENSG00000123360	206444_at
LINC00341	ENSG00000229645	219563_at
SLC26A4	ENSG00000091137	206529_x_at
DHX57	ENSG00000163214	213420_at
TNFRSF21	ENSG00000146072	214581_x_at
BAAT	ENSG00000136881	206913_at
ZNF16	ENSG00000170631	219548_at
MYOZ1	ENSG00000177791	219509_at
RAPGEFL1	ENSG00000108352	218657_at
APOLD1	ENSG00000178878	221031_s_at
TIMM50	ENSG00000105197	217612_at
VCAM1	ENSG00000162692	203868_s_at
EXTL2	ENSG00000162694	209537_at
NYX	ENSG00000188937	221684_s_at
EIF2B3	ENSG00000070785	218488_at
NXPH4	ENSG00000182379	221967_at
PLCXD1	ENSG00000182378	218951_s_at
XPO4	ENSG00000132953	218479_s_at
ABHD8	ENSG00000127220	219101_x_at
ROGDI	ENSG00000067836	218394_at
IL18R1	ENSG00000115604	206618_at
IL18RAP	ENSG00000115607	207072_at
ADAP2	ENSG00000184060	219358_s_at
PMVK	ENSG00000163344	203515_s_at
CLDN1	ENSG00000163347	218182_s_at
SNRNP25	ENSG00000161981	218493_at
JAK1	ENSG00000162434	201648_at
RAVER2	ENSG00000162437	220680_at
PERP	ENSG00000112378	217744_s_at
HYAL3	ENSG00000186792	211728_s_at
DTX2	ENSG00000091073	215732_s_at
ALG6	ENSG00000088035	219649_at
CRYBG3	ENSG00000080200	214030_at
DUSP5	ENSG00000138166	209457_at
RNF39	ENSG00000204618	219916_s_at
DENND1A	ENSG00000119522	219763_at
COPS4	ENSG00000138663	218042_at
AP1AR	ENSG00000138660	219023_at
SCO2	ENSG00000130489	205241_at
CUTA	ENSG00000112514	221488_s_at
DUSP2	ENSG00000158050	204794_at
ENTPD2	ENSG00000054179	207372_s_at
VLDLR	ENSG00000147852	209822_s_at
TDO2	ENSG00000151790	205943_at
PRAME	ENSG00000185686	204086_at
ACOT8	ENSG00000101473	204212_at
TNNC2	ENSG00000101470	205388_at
UCHL1	ENSG00000154277	201387_s_at
CACNA2D1	ENSG00000153956	207050_at
CYP19A1	ENSG00000137869	203475_at
STRA6	ENSG00000137868	221701_s_at
NUDT2	ENSG00000164978	218609_s_at
SGCB	ENSG00000163069	205121_at
USP8	ENSG00000138592	202745_at
TMOD3	ENSG00000138594	220800_s_at
MAP6D1	ENSG00000180834	221713_s_at
LYPLA2P1	ENSG00000228285	216606_x_at
THAP10	ENSG00000129028	219596_at
SLC25A24	ENSG00000085491	204342_at
RNF125	ENSG00000101695	207735_at
GLTPD1	ENSG00000224051	220734_s_at
LGSN	ENSG00000146166	220393_at
WARS2	ENSG00000116874	218766_s_at
MAP7D1	ENSG00000116871	217943_s_at
KLHL28	ENSG00000179454	220374_at
MKRN3	ENSG00000179455	206585_at
SCIN	ENSG00000006747	222272_x_at
MYNN	ENSG00000085274	218926_at
ELAC2	ENSG00000006744	201766_at
COLEC12	ENSG00000158270	221019_s_at
RPS29	ENSG00000213741	201094_at
TRIM21	ENSG00000132109	204804_at
DPY19L4	ENSG00000156162	213391_at
EYA1	ENSG00000104313	214608_s_at
RPL7A	ENSG00000148303	217740_x_at
REXO4	ENSG00000148300	218767_at
PSMA4	ENSG00000041357	203396_at
HOXB9	ENSG00000170689	216417_x_at
GTF3C4	ENSG00000125484	219198_at
HLA-F-AS1	ENSG00000214922	222279_at
IFT57	ENSG00000114446	218100_s_at
METAP1	ENSG00000164024	212673_at
NDUFAF3	ENSG00000178057	209177_at
TRIM16	ENSG00000221926	204341_at
GRAMD3	ENSG00000155324	218706_s_at
TIMM8B	ENSG00000150779	218357_s_at
SPSB1	ENSG00000171621	219677_at
GJC1	ENSG00000182963	208460_at
KCNE1L	ENSG00000176076	220010_at
CDH13	ENSG00000140945	204726_at
MBTPS1	ENSG00000140943	217543_s_at
CD5	ENSG00000110448	206485_at
C3	ENSG00000125730	217767_at
AANAT	ENSG00000129673	207225_at
SLC15A3	ENSG00000110446	219593_at
WDYHV1	ENSG00000156795	219060_at
COMMD9	ENSG00000110442	218072_at
TUFT1	ENSG00000143367	205807_s_at
LAIR2	ENSG00000167618	207509_s_at
SEC14L2	ENSG00000100003	204541_at
ZNF355P	ENSG00000168122	216469_at
ECM1	ENSG00000143369	209365_s_at
SF3B4	ENSG00000143368	209044_x_at
TTYH1	ENSG00000167614	219415_at
PI4KA	ENSG00000241973	207081_s_at
SCG2	ENSG00000171951	204035_at
PSTPIP2	ENSG00000152229	219938_s_at
ZNF264	ENSG00000083844	205917_at
NLRX1	ENSG00000160703	219680_at
TMEM14A	ENSG00000096092	218477_at
EFHC1	ENSG00000096093	219833_s_at
TMSB4Y	ENSG00000154620	206769_at
RNASEL	ENSG00000135828	221287_at
CLDN15	ENSG00000106404	219640_at
PPP2R2D	ENSG00000175470	221772_s_at
MCTP1	ENSG00000175471	220122_at
ZNF107	ENSG00000196247	205739_x_at
PDZRN3	ENSG00000121440	212915_at
OFD1	ENSG00000046651	203569_s_at
SLC6A13	ENSG00000010379	207184_at
GPR75	ENSG00000119737	220481_at
KCNA2	ENSG00000177301	208564_at
TJP1	ENSG00000104067	214168_s_at
CUX2	ENSG00000111249	213920_at
MCRS1	ENSG00000187778	202556_s_at
RAD51AP1	ENSG00000111247	204146_at
MSN	ENSG00000147065	200600_at
SLC9A5	ENSG00000135740	220650_s_at
GCC2	ENSG00000135968	202832_at
DACT1	ENSG00000165617	219179_at
CALCOCO2	ENSG00000136436	210817_s_at
CDO1	ENSG00000129596	204154_at
PDGFRL	ENSG00000104213	205226_at
PPAP2C	ENSG00000141934	209529_at
AP1G2	ENSG00000213983	201613_s_at
UBE2E1	ENSG00000170142	212519_at
CLK3	ENSG00000179335	202140_s_at
MRPL13	ENSG00000172172	218049_s_at
SIGLEC15	ENSG00000197046	215856_at
TEAD1	ENSG00000187079	214600_at
NDC80	ENSG00000080986	204162_at
GORASP1	ENSG00000114745	215749_s_at
LAMA5	ENSG00000130702	210150_s_at
CYTIP	ENSG00000115165	209606_at
MAP3K1	ENSG00000095015	214786_at
ADRM1	ENSG00000130706	201281_at
TTK	ENSG00000112742	204822_at
CLTCL1	ENSG00000070371	205944_s_at
TXNDC15	ENSG00000113621	220495_s_at
CAMK4	ENSG00000152495	210349_at
POLA1	ENSG00000101868	204835_at
MRAS	ENSG00000158186	206538_at
CIR1	ENSG00000138433	209571_at
OLA1	ENSG00000138430	219293_s_at
SSFA2	ENSG00000138434	202506_at
DCP2	ENSG00000172795	212919_at
ERBB3	ENSG00000065361	215638_at
RPL32	ENSG00000144713	200674_s_at
CAND2	ENSG00000144712	213547_at
ADPGK	ENSG00000159322	220980_s_at
ZNF606	ENSG00000166704	219635_at
DAPP1	ENSG00000070190	219290_x_at
DNAJC17	ENSG00000104129	219861_at
RPL21	ENSG00000122026	200012_x_at
FLT3	ENSG00000122025	206674_at
RNASE6	ENSG00000169413	213566_at
ZBTB22	ENSG00000236104	213081_at
CD80	ENSG00000121594	207176_s_at
S100A5	ENSG00000196420	207763_at
FAM3C	ENSG00000196937	201889_at
ABCC4	ENSG00000125257	203196_at
IL12A	ENSG00000168811	207160_at
DECR2	ENSG00000242612	219664_s_at
GNG10	ENSG00000242616	201921_at
SLC13A4	ENSG00000164707	219824_at
MAT2A	ENSG00000168906	200769_s_at
FKBPL	ENSG00000204315	219187_at
NAALAD2	ENSG00000077616	222161_at
GATC	ENSG00000257218	214711_at
ZNF136	ENSG00000196646	206240_s_at
APOD	ENSG00000189058	201525_at
AACS	ENSG00000081760	218434_s_at
KCNN4	ENSG00000104783	204401_at
GTPBP3	ENSG00000130299	213835_x_at
RCOR3	ENSG00000117625	218344_s_at
DARS2	ENSG00000117593	218365_s_at
IRF6	ENSG00000117595	202597_at
HSD11B1	ENSG00000117594	205404_at
MCF2L2	ENSG00000053524	215112_x_at
PAX6	ENSG00000007372	205646_s_at
CD226	ENSG00000150637	207315_at
CORO2A	ENSG00000106789	205538_at
FCGRT	ENSG00000104870	218831_s_at
MINPP1	ENSG00000107789	209585_s_at
CCL4	ENSG00000129277	204103_at
ZNF160	ENSG00000170949	214715_x_at
DNAJC24	ENSG00000170946	213853_at
FABP6	ENSG00000170231	210445_at
CHPT1	ENSG00000111666	221675_s_at
ZNF544	ENSG00000198131	218735_s_at
ZDHHC7	ENSG00000153786	218606_at
ZDHHC14	ENSG00000175048	219247_s_at
ZNF391	ENSG00000124613	215523_at
PSMC4	ENSG00000013275	201252_at
CHST2	ENSG00000175040	203921_at
MIP	ENSG00000135517	220863_at
CRTC3	ENSG00000140577	218648_at
MEF2BNB	ENSG00000254901	209926_at
RNF31	ENSG00000092098	220788_s_at
TNFRSF13B	ENSG00000240505	207641_at
OSGEP	ENSG00000092094	209450_at
CX3CR1	ENSG00000168329	205898_at
NIT2	ENSG00000114021	218557_at
LILRA4	ENSG00000239961	210313_at
KLF3	ENSG00000109787	219657_s_at
FBL	ENSG00000105202	211623_s_at
AMZ2	ENSG00000196704	218167_at
ANAPC2	ENSG00000176248	218555_at
GNG7	ENSG00000176533	206896_s_at
PABPC4	ENSG00000090621	201064_s_at
REEP2	ENSG00000132563	205331_s_at
MATN2	ENSG00000132561	202350_s_at
GFRA3	ENSG00000146013	214479_at
TRAF1	ENSG00000056558	205599_at
KCNK12	ENSG00000184261	220448_at
ENDOG	ENSG00000167136	204824_at
DOLPP1	ENSG00000167130	221817_at
TMOD2	ENSG00000128872	219701_at
CTSW	ENSG00000172543	214450_at
COPS7B	ENSG00000144524	219997_s_at
HLA-DOB	ENSG00000241106	205671_s_at
TMED3	ENSG00000166557	208837_at
TMEM123	ENSG00000152558	211967_at
HSD17B1	ENSG00000108786	205829_at
PFKM	ENSG00000152556	210976_s_at
P2RX5	ENSG00000083454	210448_s_at
DIABLO	ENSG00000184047	219350_s_at
EXOC2	ENSG00000112685	219349_s_at
BTF3P11	ENSG00000118903	208529_at
GMEB1	ENSG00000162419	220938_s_at
POU4F3	ENSG00000091010	208554_at
SERPINF1	ENSG00000132386	202283_at
RPA1	ENSG00000132383	201529_s_at
MYBBP1A	ENSG00000132382	219098_at
BCL2L2	ENSG00000129473	209311_at
ZAP70	ENSG00000115085	214032_at
CCNA2	ENSG00000145386	213226_at
BEX1	ENSG00000133169	218332_at
CYBA	ENSG00000051523	203028_s_at
ARF5	ENSG00000004059	201526_at
AHCTF1	ENSG00000153207	214766_s_at
HS3ST3A1	ENSG00000153976	219985_at
DHX35	ENSG00000101452	218579_s_at
MAPKBP1	ENSG00000137802	213394_at
KIF23	ENSG00000137807	204709_s_at
NDUFAF1	ENSG00000137806	204125_at
NUSAP1	ENSG00000137804	219978_s_at
DYNC2H1	ENSG00000187240	219469_at
NADSYN1	ENSG00000172890	218840_s_at
SIRT7	ENSG00000187531	218797_s_at
NFE2L3	ENSG00000050344	204702_s_at
PPA1	ENSG00000180817	217848_s_at
CYP4F2	ENSG00000186115	210452_x_at
SCUBE2	ENSG00000175356	219197_s_at
METTL22	ENSG00000067365	218945_at
WRN	ENSG00000165392	205667_at
P2RY6	ENSG00000171631	208373_s_at
TST	ENSG00000128311	209605_at
MBNL3	ENSG00000076770	219814_at
RFX2	ENSG00000087903	208031_s_at
MTPAP	ENSG00000107951	218947_s_at
NOL4	ENSG00000101746	206045_s_at
XRCC1	ENSG00000073050	203655_at
HMG20A	ENSG00000140382	218152_at
TNFRSF11A	ENSG00000141655	207037_at
HSD17B4	ENSG00000133835	201413_at
TAB1	ENSG00000100324	203901_at
ASCC2	ENSG00000100325	215684_s_at
CDKL1	ENSG00000100490	207766_at
GBF1	ENSG00000107862	201439_at
CPEB3	ENSG00000107864	205773_at
KCNK13	ENSG00000152315	221325_at
METTL10	ENSG00000203791	215061_at
MEPCE	ENSG00000146834	219798_s_at
IMPDH2	ENSG00000178035	201892_s_at
UNC13B	ENSG00000198722	202893_at
POLR2F	ENSG00000100142	209511_at
ZNF165	ENSG00000197279	206683_at
GARNL3	ENSG00000136895	216165_at
OSGIN1	ENSG00000140961	219475_at
IRF8	ENSG00000140968	204057_at
SLC22A18AS	ENSG00000254827	206097_at
CASK	ENSG00000147044	211208_s_at
VASP	ENSG00000125753	202205_at
ZFP30	ENSG00000120784	207090_x_at
PHKB	ENSG00000102893	202739_s_at
EGLN1	ENSG00000135766	221497_x_at
AEN	ENSG00000181026	219361_s_at
FKRP	ENSG00000181027	219853_at
ZNF146	ENSG00000167635	200050_at
NTN1	ENSG00000065320	208005_at
MCM10	ENSG00000065328	220651_s_at
POGK	ENSG00000143157	218229_s_at
MOXD1	ENSG00000079931	209708_at
FCRL2	ENSG00000132704	221239_s_at
TIPRL	ENSG00000143155	214773_x_at
LAMP3	ENSG00000078081	205569_at
ANKRD27	ENSG00000105186	221522_at
TGS1	ENSG00000137574	219231_at
UBXN2B	ENSG00000215114	212934_at
BAI1	ENSG00000181790	206083_at
PIM2	ENSG00000102096	204269_at
GLDC	ENSG00000178445	204836_at
SCML2	ENSG00000102098	206147_x_at
HSPD1	ENSG00000144381	200806_s_at
KIAA1704	ENSG00000133114	220171_x_at
ADAMTSL2	ENSG00000197859	206629_at
VSTM4	ENSG00000165633	213381_at
GINS2	ENSG00000131153	221521_s_at
UPF2	ENSG00000151461	203519_s_at
CDADC1	ENSG00000102543	221015_s_at
CAB39L	ENSG00000102547	221003_s_at
ADSS	ENSG00000035687	221761_at
NSMAF	ENSG00000035681	203269_at
NETO2	ENSG00000171208	218888_s_at
TMEM126B	ENSG00000171204	221622_s_at
DCBLD2	ENSG00000057019	213865_at
PARP11	ENSG00000111224	220315_at
ARPC3	ENSG00000111229	208736_at
KCNK10	ENSG00000100433	220727_at
FBXL8	ENSG00000135722	220080_at
FHOD1	ENSG00000135723	218530_at
S100A3	ENSG00000188015	206027_at
MOAP1	ENSG00000165943	212508_at
CCR10	ENSG00000184451	220565_at
ADH1C	ENSG00000248144	206262_at
PFKL	ENSG00000141959	211065_x_at
MTHFD2L	ENSG00000163738	220346_at
ARPC1A	ENSG00000241685	200950_at
IGKV3-20	ENSG00000239951	211908_x_at
RRP9	ENSG00000114767	204133_at
SLC9A1	ENSG00000090020	209453_at
ITIH1	ENSG00000055957	210888_s_at
FAM204A	ENSG00000165669	218390_s_at
KRT81	ENSG00000205426	213711_at
ZNF646	ENSG00000167395	204876_at
RNPS1	ENSG00000205937	207939_x_at
NECAP2	ENSG00000157191	220731_s_at
CHAD	ENSG00000136457	206869_at
PTRH2	ENSG00000141378	218732_at
BCAS3	ENSG00000141376	220488_s_at
KIAA0895	ENSG00000164542	213424_at
IDH1	ENSG00000138413	201193_at
TPPP	ENSG00000171368	206179_s_at
MTERF	ENSG00000127989	204871_at
CCNF	ENSG00000162063	204827_s_at
HPS6	ENSG00000166189	219052_at
BECN1	ENSG00000126581	208946_s_at
CKS1B	ENSG00000173207	201897_s_at
CA11	ENSG00000063180	209726_at
ABCD2	ENSG00000173208	207583_at
RPA4	ENSG00000204086	221143_at
RPL10L	ENSG00000165496	217559_at
PCF11	ENSG00000165494	203378_at
IL18BP	ENSG00000137496	219323_s_at
PRKRIR	ENSG00000137492	209323_at
ACVR2A	ENSG00000121989	205327_s_at
MEIS2	ENSG00000134138	207480_s_at
RALGPS2	ENSG00000116191	220338_at
FAM20B	ENSG00000116199	202915_s_at
ACTR8	ENSG00000113812	218658_s_at
ALPK1	ENSG00000073331	207133_x_at
ATG4A	ENSG00000101844	213115_at
PRKACA	ENSG00000072062	216234_s_at
AMPD2	ENSG00000116337	212360_at
HBD	ENSG00000223609	206834_at
RPAP3	ENSG00000005175	218842_at
CD1A	ENSG00000158477	210325_at
UBE2E3	ENSG00000170035	210024_s_at
CLASRP	ENSG00000104859	204978_at
LRRC36	ENSG00000159708	220003_at
SH3TC1	ENSG00000125089	219256_s_at
NHLH1	ENSG00000171786	214628_at
NPPA	ENSG00000175206	209957_s_at
GABARAPL3	ENSG00000238244	211457_at
RNF144A	ENSG00000151692	204040_at
ASAP2	ENSG00000151693	206414_s_at
MFSD6	ENSG00000151690	219858_s_at
MPDU1	ENSG00000129255	209208_at
PDGFD	ENSG00000170962	219304_s_at
PLAC1	ENSG00000170965	219702_at
TLR7	ENSG00000196664	220146_at
TNN	ENSG00000120332	215271_at
LHFPL2	ENSG00000145685	212658_at
ZNF257	ENSG00000197134	210697_at
ID3	ENSG00000117318	207826_s_at
MAP3K6	ENSG00000142733	219278_at
DGAT1	ENSG00000185000	203669_s_at
RNF139	ENSG00000170881	209510_at
PSMD6	ENSG00000163636	202753_at
EFTUD1	ENSG00000140598	218973_at
PTDSS1	ENSG00000156471	201433_s_at
ERP29	ENSG00000089248	201216_at
DHRS7B	ENSG00000109016	220690_s_at
ETV3	ENSG00000117036	214480_at
FSTL4	ENSG00000053108	214859_at
FAM168B	ENSG00000152102	212017_at
PTPN14	ENSG00000152104	205503_at
PTDSS2	ENSG00000174915	221005_s_at
ZNF423	ENSG00000102935	214761_at
STT3A	ENSG00000134910	202223_at
FTH1P5	ENSG00000230204	211628_x_at
SNRNP35	ENSG00000184209	205300_s_at
IL10RA	ENSG00000110324	204912_at
TSPYL2	ENSG00000184205	218012_at
RPRD2	ENSG00000163125	212553_at
L1TD1	ENSG00000240563	219955_at
TMEM135	ENSG00000166575	222209_s_at
NOC2L	ENSG00000188976	202115_s_at
RBM28	ENSG00000106344	218593_at
NDEL1	ENSG00000166579	208093_s_at
GRIA4	ENSG00000152578	208464_at
GOLGA8B	ENSG00000215252	210425_x_at
LOXL3	ENSG00000115318	216385_at
FAM136A	ENSG00000035141	215947_s_at
TNFRSF1B	ENSG00000028137	203508_at
DNAJA2	ENSG00000069345	209157_at
POGLUT1	ENSG00000163389	218587_s_at
PLD3	ENSG00000105223	201050_at
GPI	ENSG00000105220	208308_s_at
CAMTA2	ENSG00000108509	212948_at
RBM38	ENSG00000132819	212430_at
FN3KRP	ENSG00000141560	218210_at
NARF	ENSG00000141562	219862_s_at
FOXK2	ENSG00000141568	203064_s_at
ITGB7	ENSG00000139626	205718_at
MAP4K3	ENSG00000011566	218311_at
GPR64	ENSG00000173698	206002_at
SLC38A6	ENSG00000139974	214830_at
PQLC1	ENSG00000122490	218208_at
MARCH3	ENSG00000173926	213256_at
RASIP1	ENSG00000105538	220027_s_at
SLC35A5	ENSG00000138459	218519_at
FGR	ENSG00000000938	208438_s_at
CPNE1	ENSG00000214078	206918_s_at
RIPK4	ENSG00000183421	221215_s_at
ITPKA	ENSG00000137825	205874_at
LRRC49	ENSG00000137821	219338_s_at
DEC1	ENSG00000173077	220781_at
BCORL1	ENSG00000085185	219444_at
RASA1	ENSG00000145715	210621_s_at
ZNF268	ENSG00000090612	209989_at
GUSBP3	ENSG00000253203	215599_at
UTP11L	ENSG00000183520	218235_s_at
S1PR4	ENSG00000125910	206437_at
GOLGA3	ENSG00000090615	202106_at
SIX3	ENSG00000138083	206634_at
EMILIN1	ENSG00000138080	204163_at
POLA2	ENSG00000014138	204441_s_at
LGR4	ENSG00000205213	218326_s_at
TTF2	ENSG00000116830	204407_at
KIAA0020	ENSG00000080608	203712_at
GTF2IRD1	ENSG00000006704	218412_s_at
SCN8A	ENSG00000196876	207049_at
NDUFS2	ENSG00000158864	201966_at
FAM160B2	ENSG00000158863	218337_at
LAMB3	ENSG00000196878	209270_at
ZFC3H1	ENSG00000133858	213065_at
CBX7	ENSG00000100307	212914_at
TTLL12	ENSG00000100304	216251_s_at
TSPO	ENSG00000100300	202096_s_at
SLC10A1	ENSG00000100652	207185_at
DDX50	ENSG00000107625	221699_s_at
ADIPOR2	ENSG00000006831	201346_at
CDKL3	ENSG00000006837	219831_at
SPOCK1	ENSG00000152377	202363_at
RNF123	ENSG00000164068	221063_x_at
FBRS	ENSG00000156860	218255_s_at
BSN	ENSG00000164061	204586_at
APEH	ENSG00000164062	201284_s_at
CENPM	ENSG00000100162	218741_at
RHOC	ENSG00000155366	200885_at
MICAL3	ENSG00000243156	212715_s_at
PCNT	ENSG00000160299	203660_s_at
SYNPO	ENSG00000171992	202796_at
CRYZL1	ENSG00000205758	219767_s_at
SHB	ENSG00000107338	204657_s_at
CASS4	ENSG00000087589	220888_s_at
